AIRPORT_ICAO,AIRPORT_IATA,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_CITY_CD,AIRPORT_STATE_CD,AIRPORT_COUNTRY_CD,AIRPORT_COUNTRY,AIRPORT_REGION,AIRPORT_REGION_TIMEZONE,UTC_HR_OFFSET,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,AIRPORT_ELEVATION,AIRPORT_SIZE,UPDATED_DT
KMTJ,MTJ,Montrose Regional Airport,Montrose,MTJ,CO,US,United States,North America,America/Denver,-7,38.510287,-107.896955,5759,4,2017-12-13 18:29:45
KMTN,MTN,Martin State Airport,Baltimore,BWI,MD,US,United States,North America,America/New_York,-5,39.321667,-76.411667,22,4,2017-12-13 18:29:45
KMTO,MTO,Coles County Memorial Airport,Mattoon,MTO,IL,US,United States,North America,America/Chicago,-6,39.478611,-88.278333,722,5,2017-12-13 18:29:45
KMTP,MTP,Montauk Airport,Montauk Point,MTP,NY,US,United States,North America,America/New_York,-5,41.074444,-71.923611,20,4,2017-12-13 18:29:45
KMTW,MTW,Manitowoc Municipal Airport,Manitowoc,MTW,WI,US,United States,North America,America/Chicago,-6,44.129722,-87.682222,651,5,2017-12-13 18:29:45
KMUI,MUI,Muir Aaf,Ft Indiantown Gap,"",PA,US,United States,North America,America/New_York,-5,40.447583,-76.596611,489,5,2017-12-13 18:29:45
KMUL,MUL,Spence Airport,Moultrie,MGR,GA,US,United States,North America,America/New_York,-5,31.183333,-83.783333,292,5,2017-12-13 18:29:45
KMUO,MUO,Mountain Home Air Force Base,Mountain Home,MUO,ID,US,United States,North America,America/Denver,-7,43.043598,-115.872417,2992,4,2017-12-13 18:29:45
KMUT,MUT,Muscatine Airport,Muscatine,MUT,IA,US,United States,North America,America/Chicago,-6,41.366667,-91.145,548,5,2017-12-13 18:29:45
KMUU,MUU,Mount Union Airport,Mount Union,MUU,PA,US,United States,North America,America/New_York,-5,40.383333,-77.883333,560,5,2017-12-13 18:29:45
KMVC,MVC,Monroe County Airport,Monroeville,MVC,AL,US,United States,North America,America/Chicago,-6,31.516667,-87.333333,419,5,2017-12-13 18:29:45
KMVE,MVE,Montevideo Municipal Airport,Montevideo,MVE,MN,US,United States,North America,America/Chicago,-6,44.95,-95.716667,1034,5,2017-12-13 18:29:45
KMVL,MVL,Morrisville-Stowe Airport,Stowe,MVL,VT,US,United States,North America,America/New_York,-5,44.537403,-72.615433,732,4,2017-12-13 18:29:45
KMVN,MVN,Mount Vernon Airport,Mount Vernon,MVN,IL,US,United States,North America,America/Chicago,-6,38.323056,-88.858611,466,4,2017-12-13 18:29:45
KMVY,MVY,"Martha's Vineyard Airport","Martha's Vineyard",MVY,MA,US,United States,North America,America/New_York,-5,41.389335,-70.61182,68,3,2017-12-13 18:29:45
KMWA,MWA,Williamson County Airport,Marion,MWA,IL,US,United States,North America,America/Chicago,-6,37.751944,-89.016389,472,4,2017-12-13 18:29:45
KMWC,MWC,Lawrence J. Timmerman Airport,Milwaukee,MKE,WI,US,United States,North America,America/Chicago,-6,43.110636,-88.033293,736,5,2017-12-13 18:29:45
KMWH,MWH,Grant County International Airport,Moses Lake,MWH,WA,US,United States,North America,America/Los_Angeles,-8,47.205,-119.315556,1185,4,2017-12-13 18:29:45
KMWL,MWL,Mineral Wells Airport,Mineral Wells,MWL,TX,US,United States,North America,America/Chicago,-6,32.783333,-98.066667,973,5,2017-12-13 18:29:45
KMWM,MWM,Windom Municipal Airport,Windom,MWM,MN,US,United States,North America,America/Chicago,-6,43.916667,-95.1,1410,5,2017-12-13 18:29:45
KMWO,MWO,Middletown Regional Airport,Middletown,MWO,OH,US,United States,North America,America/New_York,-5,39.529251,-84.394168,643,4,2017-12-13 18:29:45
KMXA,MXA,Manila Municipal Airport,Manila,MXA,AR,US,United States,North America,America/Chicago,-6,35.883333,-90.183333,242,5,2017-12-13 18:29:45
KMXF,MXF,Maxwell Air Force Base,Montgomery,MGM,AL,US,United States,North America,America/Chicago,-6,32.382266,-86.365684,164,5,2017-12-13 18:29:45
KMXO,MXO,Monticello Municipal Airport,Monticello,MXO,IA,US,United States,North America,America/Chicago,-6,42.25,-91.2,849,5,2017-12-13 18:29:45
KMYF,MYF,Montgomery Field,San Diego,SAN,CA,US,United States,North America,America/Los_Angeles,-8,32.815449,-117.135633,420,4,2017-12-13 18:29:45
KMYL,MYL,Mc Call Airport,Mc Call,MYL,ID,US,United States,North America,America/Denver,-7,44.916667,-116.1,5021,5,2017-12-13 18:29:45
KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,MYR,SC,US,United States,North America,America/New_York,-5,33.682676,-78.922944,25,3,2017-12-13 18:29:45
KMYV,MYV,Yuba County Airport,Marysville,MYV,CA,US,United States,North America,America/Los_Angeles,-8,39.098056,-121.569722,62,4,2017-12-13 18:29:45
KMZJ,MZJ,Pinal Airpark,Marana,MZJ,AZ,US,United States,North America,America/Phoenix,-7,32.510705,-111.322337,1887,4,2017-10-10 11:17:20
KMZZ,MZZ,Marion Airport,Marion,MZZ,IN,US,United States,North America,America/Indiana/Indianapolis,-5,40.490833,-85.679444,859,5,2017-12-13 18:29:45
KNBG,NBG,Naval Air Station/Alvin Callendar,New Orleans,MSY,LA,US,United States,North America,America/Chicago,-6,29.830831,-90.02336,1,5,2017-12-13 18:29:45
KNDY,DGN,Naval Air Field,Dahlgren,DGN,VA,US,United States,North America,America/New_York,-5,38.2,-88.683333,20,5,2017-12-13 18:29:45
KNDZ,NSE,Whiting Field Naval Air Station,Milton,NSE,FL,US,United States,North America,America/New_York,-5,30.633333,-87.05,178,5,2017-12-13 18:29:45
KNEL,NEL,Naec Airport,Lakehurst,NEL,NJ,US,United States,North America,America/New_York,-5,40.016667,-74.316667,103,5,2017-12-13 18:29:45
KNEW,NEW,Lakefront Airport,New Orleans,MSY,LA,US,United States,North America,America/Chicago,-6,30.039444,-90.026667,9,4,2017-12-13 18:29:45
KNFL,NFL,Naval Air Station,Fallon,NFL,NV,US,United States,North America,America/Los_Angeles,-8,39.466667,-118.783333,3934,5,2017-12-13 18:29:45
KNFW,FWH,Fort Worth Naval Air Station Joint Reserve Base,Fort Worth,FTW,TX,US,United States,North America,America/Chicago,-6,32.771494,-97.427781,610,4,2017-12-13 18:29:45
KNGP,NGP,Naval Air Station,Corpus Christi,CRP,TX,US,United States,North America,America/Chicago,-6,27.7,-97.283333,19,5,2017-12-13 18:29:45
KNGU,NGU,Naval Station Norfolk,Norfolk,ORF,VA,US,United States,North America,America/New_York,-5,36.940781,-76.29248,12,4,2017-12-13 18:29:45
KNHK,NHK,Naval Air Station,Patuxent River,NHK,MD,US,United States,North America,America/New_York,-5,38.3,-76.433333,40,5,2017-12-13 18:29:45
KNHZ,NHZ,Brunswick Executive Airport,Brunswick,NHZ,ME,US,United States,North America,America/New_York,-5,43.892289,-69.937591,65,4,2017-12-13 18:29:45
KNIP,NIP,NAS (Towers Field),Jacksonville,JAX,FL,US,United States,North America,America/New_York,-5,30.234314,-81.675612,12,4,2017-12-13 18:29:45
KNJK,NJK,Navy Air Facility El Centro,El Centro,NJK,CA,US,United States,North America,America/Los_Angeles,-8,32.822125,-115.661315,-43,5,2017-12-13 18:29:45
KNKX,NKX,Marine Corps Air Station Miramar,San Diego,SAN,CA,US,United States,North America,America/Los_Angeles,-8,32.867945,-117.134429,460,4,2017-12-13 18:29:45
KNLC,NLC,Naval Air Station/Reeves Field,Lemoore,NLC,CA,US,United States,North America,America/Los_Angeles,-8,36.3,-119.766667,234,5,2017-12-13 18:29:45
KNPA,NPA,Naval Air Station Pensacola,Pensacola,PNS,FL,US,United States,North America,America/Chicago,-6,30.353596,-87.314051,24,4,2017-12-13 18:29:45
KNQA,NQA,Naval Air Station,Memphis,MEM,TN,US,United States,North America,America/Chicago,-6,35.133333,-90.05,320,5,2017-12-13 18:29:45
KNQI,NQI,Naval Air Station,Kingsville,NQI,TX,US,United States,North America,America/Chicago,-6,27.516667,-97.866667,50,5,2017-12-13 18:29:45
KNQX,NQX,Naval Air Station Key West,Key West,EYW,FL,US,United States,North America,America/New_York,-5,24.576032,-81.688479,3,4,2017-12-13 18:29:45
KNRB,NRB,Mayport Naval Station,Mayport,NRB,FL,US,United States,North America,America/New_York,-5,30.39151,-81.418771,9,5,2017-12-13 18:29:45
KNRS,NRS,NOLF Imperial Beach,Imperial Beach,NRS,CA,US,United States,North America,America/Los_Angeles,-8,32.564201,-117.113811,22,5,2017-12-13 18:29:45
KNTD,NTD,Naval Base Ventura County,Oxnard,NTD,CA,US,United States,North America,America/Los_Angeles,-8,34.119199,-119.119432,6,4,2017-12-13 18:29:45
KNTU,NTU,Naval Air Station,Oceana,NTU,VA,US,United States,North America,America/New_York,-5,36.816667,-76.033333,22,5,2017-12-13 18:29:45
KNUN,NUN,Saufley Naval Air Station,Pensacola,PNS,FL,US,United States,North America,America/Chicago,-6,30.468549,-87.334118,81,5,2017-12-13 18:29:45
KNUQ,NUQ,Moffett Federal Field,Mountain View,NUQ,CA,US,United States,North America,America/Los_Angeles,-8,37.413874,-122.049245,19,4,2017-12-13 18:29:45
KNUW,NUW,Ault Field,Whidbey Island,NUW,WA,US,United States,North America,America/Los_Angeles,-8,48.351944,-122.655833,47,5,2017-12-13 18:29:45
KNVD,NVD,Nevada Airport,Nevada,NVD,MO,US,United States,North America,America/Chicago,-6,37.851389,-94.303889,892,5,2017-12-13 18:29:45
KNXP,TNP,Twentynine Palms Airport,Twentynine Palms,TNP,CA,US,United States,North America,America/Los_Angeles,-8,34.118889,-115.935,2055,5,2017-12-13 18:29:45
KNXX,NXX,Willow Grove Naval Air Station,Willow Grove,NXX,PA,US,United States,North America,America/New_York,-5,40.2,-75.133333,362,5,2017-12-13 18:29:45
KNYG,NYG,Quantico Naval Air Station,Quantico,NYG,VA,US,United States,North America,America/New_York,-5,38.516667,-77.283333,11,5,2017-12-13 18:29:45
KNYL,YUM,Yuma International Airport,Yuma,YUM,AZ,US,United States,North America,America/Phoenix,-7,32.668605,-114.599263,216,3,2017-10-10 11:17:20
KNZY,NZY,North Island Naval Air Station,San Diego,SAN,CA,US,United States,North America,America/Los_Angeles,-8,32.700555,-117.202708,33,4,2017-12-13 18:29:45
KOAJ,OAJ,Albert J Ellis Airport,Richlands,OAJ,NC,US,United States,North America,America/New_York,-5,34.830441,-77.605834,94,4,2017-12-13 18:29:45
KOAK,OAK,Metropolitan Oakland International Airport,Oakland,OAK,CA,US,United States,North America,America/Los_Angeles,-8,37.71188,-122.212011,6,1,2017-12-13 18:29:45
KOBE,OBE,Okeechobee County Airport,Okeechobee,OBE,FL,US,United States,North America,America/New_York,-5,27.25,-80.833333,34,5,2017-12-13 18:29:45
KOCF,OCF,Ocala International Airport,Ocala,OCF,FL,US,United States,North America,America/New_York,-5,29.174091,-82.221597,79,4,2017-12-13 18:29:45
KOCH,OCH,A.L. Mangham Jr. Regional Airport,Nacogdoches,OCH,TX,US,United States,North America,America/Chicago,-6,31.577999,-94.709503,343,4,2017-12-13 18:29:45
KOCW,OCW,Warren Field,Washington,OCW,NC,US,United States,North America,America/New_York,-5,35.55,-77.05,38,5,2017-12-13 18:29:45
KOEA,OEA,Oneal Airport,Vincennes,OEA,IN,US,United States,North America,America/Indiana/Indianapolis,-5,38.683333,-87.533333,414,5,2017-12-13 18:29:45
KOEO,OEO,Osceola Municipal Airport,Osceola,OEO,WI,US,United States,North America,America/Chicago,-6,45.3,-92.7,903,5,2017-12-13 18:29:45
KOFF,OFF,Offutt Air Force Base,Omaha,"",NE,US,United States,North America,America/Chicago,-6,41.118376,-95.913037,999,4,2017-12-13 18:29:45
KOFK,OFK,Stefan Field,Norfolk,OFK,NE,US,United States,North America,America/Chicago,-6,41.984167,-97.434167,1573,4,2017-12-13 18:29:45
KOGA,OGA,Searle Field,Ogallala,OGA,NE,US,United States,North America,America/Denver,-7,41.133333,-101.716667,3278,5,2017-12-13 18:29:45
KOGB,OGB,Orangeburg Municipal Airport,Orangeburg,OGB,SC,US,United States,North America,America/New_York,-5,33.5,-80.866667,195,5,2017-12-13 18:29:45
KOGD,OGD,Ogden Municipal Airport,Ogden,OGD,UT,US,United States,North America,America/Denver,-7,41.196389,-112.010833,4470,5,2017-12-13 18:29:45
KOGS,OGS,Ogdensburg Airport,Ogdensburg,OGS,NY,US,United States,North America,America/New_York,-5,44.681667,-75.465833,297,4,2017-12-13 18:29:45
KOIC,OIC,Eaton Airport,Norwich,OIC,NY,US,United States,North America,America/New_York,-5,42.533333,-75.533333,1025,5,2017-12-13 18:29:45
KOJC,OJC,Johnson Executive Airport,Kansas City,MKC,MO,US,United States,North America,America/Chicago,-6,38.85,-94.733333,1096,4,2017-12-13 18:29:45
KOKB,OCN,Oceanside Municipal Airport,Oceanside,OCN,CA,US,United States,North America,America/Los_Angeles,-8,33.218611,-117.353333,28,5,2017-12-13 18:29:45
KOKC,OKC,Will Rogers World Airport,Oklahoma City,OKC,OK,US,United States,North America,America/Chicago,-6,35.395629,-97.59609,1295,2,2017-12-13 18:29:45
KOKK,OKK,Kokomo Municipal Airport,Kokomo,OKK,IN,US,United States,North America,America/Indiana/Indianapolis,-5,40.529722,-86.058056,830,4,2017-12-13 18:29:45
KOKM,OKM,Okmulgee Airport,Okmulgee,OKM,OK,US,United States,North America,America/Chicago,-6,35.616667,-95.966667,720,5,2017-12-13 18:29:45
KOKS,OKS,Oshkosh Airport,Oshkosh,OKS,NE,US,United States,North America,America/Chicago,-6,41.4,-102.35,3388,5,2017-12-13 18:29:45
KOKV,WGO,Winchester Regional Airport,Winchester,WGO,VA,US,United States,North America,America/New_York,-5,39.143356,-78.147094,719,4,2017-12-13 18:29:45
KOLD,OLD,Old Town Airport,Old Town,OLD,ME,US,United States,North America,America/New_York,-5,44.933333,-68.65,126,5,2017-12-13 18:29:45
KOLE,OLE,Cattaraugus County Airport,Olean,OLE,NY,US,United States,North America,America/New_York,-5,42.241199,-78.371399,2131,4,2017-12-13 18:29:45
KOLF,OLF,Wolf Point International Airport,Wolf Point,OLF,MT,US,United States,North America,America/Denver,-7,48.094722,-105.566389,1986,4,2017-12-13 18:29:45
KOLM,OLM,Olympia Regional Airport,Olympia,OLM,WA,US,United States,North America,America/Los_Angeles,-8,46.973611,-122.903333,206,4,2017-12-13 18:29:45
KOLS,OLS,Nogales International Airport,Nogales,OLS,AZ,US,United States,North America,America/Phoenix,-7,31.416667,-110.85,3884,4,2017-10-10 11:17:20
KOLU,OLU,Columbus Airport,Columbus,OLU,NE,US,United States,North America,America/Chicago,-6,41.447222,-97.341667,1444,5,2017-12-13 18:29:45
KOLV,OLV,Olive Branch Airport,Olive Branch,OLV,MS,US,United States,North America,America/Chicago,-6,34.978307,-89.788449,400,4,2017-12-13 18:29:45
KOLY,OLY,Olney Airport,Olney,OLY,IL,US,United States,North America,America/Chicago,-6,38.716667,-88.083333,482,5,2017-12-13 18:29:45
KOMA,OMA,Eppley Airfield,Omaha,OMA,NE,US,United States,North America,America/Chicago,-6,41.29957,-95.899717,984,2,2017-12-13 18:29:45
KOMK,OMK,Omak Municipal Airport,Omak,OMK,WA,US,United States,North America,America/Los_Angeles,-8,48.461576,-119.517174,1300,4,2017-12-13 18:29:45
KONA,ONA,Winona Municipal Airport,Winona,ONA,MN,US,United States,North America,America/Chicago,-6,44.076667,-91.706111,656,5,2017-12-13 18:29:45
KONL,ONL,"O'Neill Municipal Airport","O'Neill",ONL,NE,US,United States,North America,America/Chicago,-6,42.466414,-98.686259,2032,4,2017-12-13 18:29:45
KONM,ONM,Socorro Airport,Socorro,ONM,NM,US,United States,North America,America/Denver,-7,34.066667,-106.9,4875,5,2017-12-13 18:29:45
KONO,ONO,Ontario Airport,Ontario,ONO,OR,US,United States,North America,America/Los_Angeles,-8,44.022778,-117.013889,2193,4,2017-12-13 18:29:45
KONP,ONP,Newport Airport,Newport,ONP,OR,US,United States,North America,America/Los_Angeles,-8,44.633333,-124.05,160,4,2017-12-13 18:29:45
KONT,ONT,Ontario International Airport,Ontario,ONT,CA,US,United States,North America,America/Los_Angeles,-8,34.056001,-117.601193,922,2,2017-12-13 18:29:45
KONY,ONY,Olney Airport,Olney,ONY,TX,US,United States,North America,America/Chicago,-6,33.366667,-98.75,1275,5,2017-12-13 18:29:45
KOOA,OOA,Oskaloosa Municipal Airport,Oskaloosa,OOA,IA,US,United States,North America,America/Chicago,-6,41.3,-92.65,840,5,2017-12-13 18:29:45
KOPF,OPF,Opa-locka Executive Airport,Miami,MIA,FL,US,United States,North America,America/New_York,-5,25.90856,-80.274424,6,4,2017-12-13 18:29:45
KOPL,OPL,St Landry Parish Airport,Opelousas,OPL,LA,US,United States,North America,America/Chicago,-6,30.533333,-92.083333,75,5,2017-12-13 18:29:45
KORD,ORD,"O'Hare International Airport",Chicago,CHI,IL,US,United States,North America,America/Chicago,-6,41.976912,-87.904876,668,1,2017-12-13 18:29:45
KORF,ORF,Norfolk International Airport,Norfolk,ORF,VA,US,United States,North America,America/New_York,-5,36.898583,-76.206295,26,2,2017-12-13 18:29:45
KORH,ORH,Worcester Regional Airport,Worcester,ORH,MA,US,United States,North America,America/New_York,-5,42.269167,-71.874444,1009,4,2017-12-13 18:29:45
KORL,ORL,Orlando Executive Airport,Orlando,ORL,FL,US,United States,North America,America/New_York,-5,28.544167,-81.335556,113,3,2017-12-13 18:29:45
KORS,ESD,Orcas Island Airport,Eastsound,ESD,WA,US,United States,North America,America/Los_Angeles,-8,48.708333,-122.9125,31,4,2017-12-13 18:29:45
KOSC,OSC,Wurtsmith Air Force Base,Oscoda,OSC,MI,US,United States,North America,America/New_York,-5,44.453811,-83.384978,621,4,2017-12-13 18:29:45
KOSH,OSH,Wittman Regional Airport,Oshkosh,OSH,WI,US,United States,North America,America/Chicago,-6,43.983889,-88.556944,808,4,2017-12-13 18:29:45
KOSU,OSU,Ohio State University Airport,Columbus,CMH,OH,US,United States,North America,America/New_York,-5,40.075696,-83.074769,905,4,2017-12-13 18:29:45
KOSX,OSX,Attala County Airport,Kosciusko,OSX,MS,US,United States,North America,America/Chicago,-6,33.066667,-89.583333,480,5,2017-12-13 18:29:45
KOTG,OTG,Worthington Airport,Worthington,OTG,MN,US,United States,North America,America/Chicago,-6,43.652222,-95.583611,1574,5,2017-12-13 18:29:45
KOTH,OTH,Southwest Oregon Regional Airport,North Bend,OTH,OR,US,United States,North America,America/Los_Angeles,-8,43.416235,-124.245908,17,4,2017-12-13 18:29:45
KOTM,OTM,Industrial Airport,Ottumwa,OTM,IA,US,United States,North America,America/Chicago,-6,41.106389,-92.449167,845,5,2017-12-13 18:29:45
KOUN,OUN,Max Westheimer Airport,Norman,OUN,OK,US,United States,North America,America/Chicago,-6,35.216667,-97.433333,1182,5,2017-12-13 18:29:45
KOVE,OVE,Oroville Airport,Oroville,OVE,CA,US,United States,North America,America/Los_Angeles,-8,39.5,-121.616667,192,5,2017-12-13 18:29:45
KOWA,OWA,Owatonna Airport,Owatonna,OWA,MN,US,United States,North America,America/Chicago,-6,44.1,-93.166667,1145,5,2017-12-13 18:29:45
KOWB,OWB,Daviess County Airport,Owensboro,OWB,KY,US,United States,North America,America/Chicago,-6,37.740833,-87.165833,406,4,2017-12-13 18:29:45
KOWD,OWD,Norwood Memorial Airport,Norwood,OWD,MA,US,United States,North America,America/New_York,-5,42.192124,-71.176789,46,4,2017-12-13 18:29:45
KOWK,OWK,Central Maine Airport,Norridgewock,OWK,ME,US,United States,North America,America/New_York,-5,44.716667,-69.8,270,5,2017-12-13 18:29:45
KOXB,OCE,Ocean City Municipal Airport,Ocean City,OCE,MD,US,United States,North America,America/New_York,-5,38.310398,-75.124001,7,4,2017-12-13 18:29:45
KOXC,OXC,Waterbury-Oxford Airport,Oxford,OXC,CT,US,United States,North America,America/New_York,-5,41.479167,-73.136389,726,4,2017-12-13 18:29:45
KOXD,OXD,Miami University Airport,Oxford,OXD,OH,US,United States,North America,America/New_York,-5,39.860278,-84.761111,1045,5,2017-12-13 18:29:45
KOXR,OXR,Oxnard Airport,Oxnard,OXR,CA,US,United States,North America,America/Los_Angeles,-8,34.201111,-119.206389,43,4,2017-12-13 18:29:45
KOYM,STQ,St. Marys Airport,Sainte Marys,STQ,PA,US,United States,North America,America/New_York,-5,41.433333,-78.566667,1934,5,2017-12-13 18:29:45
KOZA,OZA,Ozona Airport,Ozona,OZA,TX,US,United States,North America,America/Chicago,-6,30.716667,-101.216667,2381,5,2017-12-13 18:29:45
KOZR,OZR,Cairns Army Air Field,Ozark,OZR,AL,US,United States,North America,America/Chicago,-6,31.276799,-85.710038,293,5,2017-12-13 18:29:45
KPAE,PAE,Snohomish County Airport,Everett,PAE,WA,US,United States,North America,America/Los_Angeles,-8,47.909744,-122.285618,606,4,2017-12-13 18:29:45
